Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.1,0.000,0.000
2,-7.0,20.786,25.277
3,-7.0,18.648,23.368
4,-6.8,20.717,25.068
5,-6.8,21.663,25.363
6,-6.7,12.060,14.538
7,-6.7,20.094,24.625
8,-6.6,12.301,16.333
9,-6.5,18.093,22.515
