Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.7,0.000,0.000
2,-6.7,1.849,2.361
3,-6.6,8.248,11.992
4,-6.6,1.706,2.051
5,-6.4,5.392,8.764
6,-6.3,2.234,2.748
7,-6.3,1.890,2.187
8,-6.2,3.060,4.454
9,-6.2,18.420,21.730
