Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.1,0.000,0.000
2,-5.1,4.678,8.506
3,-5.1,2.230,2.542
4,-5.0,7.940,9.618
5,-5.0,1.628,2.581
6,-4.9,7.864,9.858
7,-4.9,4.538,6.006
8,-4.8,2.159,2.989
9,-4.8,7.839,9.276
