Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-7.0,8.601,12.401
3,-6.9,8.722,12.872
4,-6.9,9.373,13.003
5,-6.3,5.978,10.957
6,-6.3,6.470,11.083
7,-6.3,7.049,9.318
8,-6.2,1.551,2.131
9,-6.2,2.674,3.947
