Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-6.9,4.445,7.983
3,-6.7,5.286,8.519
4,-6.7,4.309,6.740
5,-6.7,5.610,8.070
6,-6.7,1.652,2.450
7,-6.6,3.898,7.041
8,-6.6,3.495,6.450
9,-6.6,3.310,5.854
