Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.6,0.000,0.000
2,-6.5,5.601,9.734
3,-6.5,6.315,10.005
4,-6.5,6.435,8.483
5,-6.3,4.311,7.490
6,-6.3,4.729,7.541
7,-6.2,2.211,3.381
8,-6.0,1.838,2.795
9,-6.0,3.936,7.836
