Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.5,9.251,11.472
3,-5.5,1.510,2.047
4,-5.4,11.884,14.141
5,-5.4,9.275,11.293
6,-5.3,3.150,6.937
7,-5.3,9.190,11.608
8,-5.2,3.001,7.484
9,-5.2,3.115,7.036
