Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.8,0.000,0.000
2,-5.7,9.673,11.190
3,-5.6,2.738,5.629
4,-5.5,11.749,12.625
5,-5.5,11.499,13.040
6,-5.5,12.005,12.950
7,-5.4,10.723,12.332
8,-5.3,8.325,11.194
9,-5.3,13.188,13.997
