Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.7,0.000,0.000
2,-5.5,7.275,9.437
3,-5.5,6.499,9.052
4,-5.4,3.783,7.270
5,-5.4,2.205,4.324
6,-5.4,2.312,3.265
7,-5.3,2.923,4.279
8,-5.3,2.204,3.943
9,-5.3,4.877,6.535
