Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.1,0.000,0.000
2,-6.0,5.279,7.328
3,-6.0,0.968,1.572
4,-5.8,5.694,8.374
5,-5.8,11.871,13.983
6,-5.8,11.020,12.464
7,-5.7,5.572,7.682
8,-5.7,9.646,11.378
9,-5.6,5.882,7.880
