Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.0,0.000,0.000
2,-4.9,1.412,1.799
3,-4.8,1.979,2.730
4,-4.8,2.538,5.842
5,-4.8,2.325,3.772
6,-4.8,2.601,3.825
7,-4.8,2.644,3.891
8,-4.7,3.120,5.794
9,-4.5,10.031,12.269
