Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.3,0.000,0.000
2,-7.0,1.346,4.646
3,-6.9,3.150,6.362
4,-6.9,3.180,6.010
5,-6.8,2.539,3.535
6,-6.5,13.626,17.471
7,-6.4,16.661,19.362
8,-6.4,8.444,10.756
9,-6.4,2.439,7.372
