Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.2,2.983,5.596
3,-6.2,4.294,6.937
4,-6.0,2.668,4.840
5,-5.9,6.155,8.981
6,-5.6,24.201,27.298
7,-5.6,11.430,13.060
8,-5.6,5.510,8.812
9,-5.5,5.199,7.783
