Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.3,0.000,0.000
2,-5.3,3.087,6.559
3,-5.3,1.798,2.768
4,-5.2,3.041,5.641
5,-5.2,2.464,4.389
6,-5.2,2.165,3.690
7,-5.1,2.722,3.986
8,-5.1,2.544,4.599
9,-5.1,2.363,4.733
