Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.4,0.000,0.000
2,-6.4,11.948,16.355
3,-6.3,1.766,2.168
4,-6.3,7.407,8.723
5,-6.2,6.817,9.498
6,-6.2,5.315,11.045
7,-6.0,3.159,7.956
8,-6.0,7.144,8.837
9,-6.0,6.106,10.718
