Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-6.7,3.699,4.746
3,-6.7,4.115,5.533
4,-6.6,5.472,8.454
5,-6.5,1.263,2.550
6,-6.5,2.517,3.034
7,-6.5,5.424,9.153
8,-6.5,5.456,8.866
9,-6.5,2.749,3.849
