Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.7,0.000,0.000
2,-6.6,0.353,1.782
3,-6.5,22.129,24.518
4,-6.5,7.563,11.288
5,-6.4,11.784,14.127
6,-6.4,8.103,11.315
7,-6.3,1.398,6.636
8,-6.2,3.273,7.433
9,-6.2,7.491,10.927
