Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.5,0.000,0.000
2,-6.4,1.101,1.501
3,-6.1,11.181,13.024
4,-5.8,5.779,7.915
5,-5.6,8.171,9.996
6,-5.6,1.545,3.677
7,-5.6,3.303,6.062
8,-5.5,2.967,6.774
9,-5.3,2.646,5.741
