Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.0,0.000,0.000
2,-5.9,1.704,2.692
3,-5.9,2.883,6.138
4,-5.8,3.222,6.562
5,-5.8,1.280,1.999
6,-5.8,2.112,3.284
7,-5.7,2.265,3.795
8,-5.7,3.408,4.554
9,-5.7,13.162,14.968
