Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.5,3.477,5.588
3,-5.5,3.233,4.848
4,-5.4,2.645,4.951
5,-5.4,4.151,6.180
6,-5.3,2.988,5.104
7,-5.3,3.357,4.305
8,-5.3,13.685,16.545
9,-5.3,4.087,6.321
