Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.8,0.000,0.000
2,-4.8,0.058,1.475
3,-4.7,8.611,9.395
4,-4.4,14.543,15.144
5,-4.1,2.592,3.264
6,-4.1,9.015,9.794
7,-3.9,1.634,2.476
8,-3.9,2.624,4.582
9,-3.9,3.007,3.179
