Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.0,0.000,0.000
2,-4.6,2.220,3.157
3,-4.6,2.821,4.591
4,-4.5,3.293,4.461
5,-4.4,3.230,4.623
6,-4.4,12.626,14.068
7,-4.4,2.899,4.336
8,-4.4,2.733,4.382
9,-4.4,13.022,14.297
