Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.8,0.000,0.000
2,-6.4,3.749,7.925
3,-6.4,2.430,7.384
4,-6.3,2.976,5.607
5,-6.3,2.911,6.832
6,-6.2,3.423,7.831
7,-6.2,3.467,7.864
8,-6.2,6.901,10.904
9,-6.2,2.867,6.784
