Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.6,12.608,16.344
3,-5.6,5.923,10.113
4,-5.5,11.830,15.333
5,-5.5,4.809,6.136
6,-5.4,15.557,17.195
7,-5.4,5.131,8.790
8,-5.3,4.362,5.897
9,-5.2,17.950,19.154
