Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.4,3.462,6.032
3,-5.3,2.904,3.368
4,-5.2,2.183,2.492
5,-5.1,2.112,6.471
6,-5.0,1.206,1.792
7,-5.0,3.186,3.975
8,-4.9,3.017,6.653
9,-4.8,3.713,4.563
