Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.1,0.000,0.000
2,-5.9,8.432,10.126
3,-5.9,7.878,9.659
4,-5.9,4.950,7.139
5,-5.8,8.178,9.776
6,-5.7,5.166,6.858
7,-5.7,7.482,12.195
8,-5.7,4.114,7.147
9,-5.7,8.621,10.430
