Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.1,0.000,0.000
2,-5.1,6.564,9.223
3,-5.0,8.493,10.307
4,-5.0,11.476,13.517
5,-5.0,3.256,4.637
6,-4.9,2.214,5.773
7,-4.9,3.715,5.265
8,-4.9,7.774,9.553
9,-4.9,3.588,4.387
