Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.2,0.000,0.000
2,-6.1,1.395,2.014
3,-6.1,6.035,8.029
4,-6.0,7.165,9.125
5,-5.9,6.268,8.115
6,-5.9,7.064,9.310
7,-5.9,7.233,8.953
8,-5.9,7.458,9.352
9,-5.7,7.594,10.780
