Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.4,0.000,0.000
2,-6.2,1.242,7.695
3,-5.9,1.375,7.900
4,-5.8,4.744,7.726
5,-5.8,1.129,2.063
6,-5.7,2.183,3.775
7,-5.6,4.588,7.701
8,-5.6,10.812,11.971
9,-5.5,8.378,11.028
