Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.3,0.000,0.000
2,-6.2,8.676,10.541
3,-6.0,3.347,7.966
4,-5.8,7.048,10.836
5,-5.7,8.065,11.000
6,-5.7,5.452,8.269
7,-5.7,7.774,10.813
8,-5.7,3.982,8.284
9,-5.6,5.242,7.429
