Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.3,0.000,0.000
2,-5.2,3.569,7.373
3,-5.2,3.603,7.529
4,-5.2,5.789,7.812
5,-5.1,11.903,14.357
6,-5.1,4.220,7.485
7,-5.0,11.816,13.361
8,-5.0,10.032,12.399
9,-5.0,11.828,14.201
