Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.6,1.581,2.161
3,-5.5,1.547,2.216
4,-5.4,7.618,10.888
5,-5.3,6.409,10.007
6,-5.2,12.997,14.959
7,-5.2,14.028,16.641
8,-5.2,6.345,9.665
9,-5.1,5.863,8.939
