Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.3,0.000,0.000
2,-5.3,1.271,1.885
3,-5.3,2.473,3.942
4,-5.3,2.056,2.841
5,-5.2,1.517,2.847
6,-5.2,8.210,11.537
7,-5.2,7.873,9.591
8,-5.2,3.635,4.589
9,-5.2,11.538,13.364
