Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.1,0.000,0.000
2,-5.8,1.974,2.820
3,-5.3,12.857,14.048
4,-5.2,1.706,2.454
5,-5.2,2.375,2.952
6,-5.2,11.814,12.908
7,-5.0,2.479,5.639
8,-5.0,12.093,14.201
9,-4.9,2.281,2.839
