Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.0,0.000,0.000
2,-4.9,2.155,2.929
3,-4.9,3.130,5.008
4,-4.9,2.240,2.683
5,-4.7,12.238,14.593
6,-4.7,1.903,3.491
7,-4.6,2.117,3.527
8,-4.6,2.217,2.917
9,-4.6,1.648,2.253
