Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.8,0.000,0.000
2,-4.8,1.784,2.325
3,-4.7,2.375,3.954
4,-4.6,2.378,5.155
5,-4.6,3.086,5.932
6,-4.6,2.734,4.688
7,-4.6,2.794,5.195
8,-4.6,3.898,7.517
9,-4.6,2.580,5.895
