Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.4,8.831,9.054
3,-5.3,18.014,19.089
4,-5.2,8.891,9.011
5,-5.1,9.240,9.515
6,-5.1,17.671,19.004
7,-5.0,18.510,20.069
8,-5.0,19.721,20.261
9,-5.0,10.969,11.207
