Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-6.4,3.653,6.210
3,-6.4,1.790,2.854
4,-6.2,24.600,27.770
5,-6.2,24.970,27.782
6,-6.0,5.660,8.723
7,-5.9,4.103,7.079
8,-5.9,4.345,7.211
9,-5.9,2.939,5.262
