Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.8,0.000,0.000
2,-5.8,2.322,7.286
3,-5.8,9.421,12.264
4,-5.6,2.196,6.886
5,-5.6,1.598,2.345
6,-5.6,2.363,7.177
7,-5.4,2.702,6.778
8,-5.4,8.909,9.728
9,-5.3,11.142,11.846
