Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.5,0.000,0.000
2,-5.5,1.802,2.198
3,-5.4,10.943,12.390
4,-5.3,10.510,11.292
5,-5.2,11.093,12.546
6,-5.2,3.404,4.165
7,-5.2,13.403,14.718
8,-5.2,11.141,12.689
9,-5.1,13.653,14.688
