Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.7,4.948,7.759
3,-6.5,3.235,6.627
4,-6.3,3.062,6.360
5,-6.2,2.905,7.600
6,-6.2,4.463,6.591
7,-6.2,4.707,7.665
8,-6.1,3.096,5.967
9,-6.1,5.507,8.331
