Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.4,0.000,0.000
2,-5.4,2.101,8.187
3,-5.2,7.580,10.487
4,-5.2,2.639,3.738
5,-5.1,2.529,8.506
6,-5.1,7.039,10.009
7,-5.1,9.418,10.996
8,-5.1,10.277,11.519
9,-5.0,8.946,10.865
