Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.9,3.483,4.417
3,-5.8,12.265,14.409
4,-5.7,7.910,11.500
5,-5.7,6.922,8.858
6,-5.6,7.653,10.626
7,-5.6,11.971,13.612
8,-5.5,9.245,11.869
9,-5.4,3.746,5.429
