Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.3,0.000,0.000
2,-6.9,1.780,2.097
3,-6.8,2.555,3.058
4,-6.8,6.129,10.355
5,-6.7,2.409,4.390
6,-6.5,4.777,9.387
7,-6.4,5.668,9.930
8,-6.3,5.725,10.086
9,-6.2,9.432,12.024
