Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.4,0.000,0.000
2,-5.2,21.587,24.214
3,-5.1,8.989,11.709
4,-5.1,3.163,5.647
5,-5.1,1.641,2.445
6,-5.1,10.943,13.485
7,-5.0,10.757,13.235
8,-5.0,2.250,2.400
9,-4.9,8.894,12.351
