Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.5,0.000,0.000
2,-7.4,2.901,11.143
3,-7.3,1.804,2.974
4,-7.3,2.713,11.214
5,-7.3,3.463,4.666
6,-7.2,2.130,3.710
7,-7.1,1.549,2.253
8,-7.0,3.183,10.118
9,-7.0,2.079,3.366
