Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.9,0.000,0.000
2,-7.9,5.701,8.448
3,-7.5,7.098,10.426
4,-7.4,4.738,7.593
5,-7.4,5.047,7.468
6,-7.4,5.349,8.232
7,-7.3,6.290,9.678
8,-7.3,7.916,11.032
9,-7.1,16.382,19.613
