Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.7,0.000,0.000
2,-5.7,4.469,7.804
3,-5.6,0.209,2.055
4,-5.5,10.707,12.157
5,-5.5,4.839,8.404
6,-5.4,4.848,8.399
7,-5.4,12.719,14.775
8,-5.4,8.959,10.518
9,-5.4,4.431,8.285
