Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.8,0.000,0.000
2,-4.8,11.308,12.852
3,-4.8,10.020,10.148
4,-4.8,9.030,10.693
5,-4.6,3.119,4.303
6,-4.5,5.684,7.451
7,-4.5,3.047,5.446
8,-4.4,3.155,5.551
9,-4.4,4.867,6.490
