Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.3,18.700,19.935
3,-5.2,21.935,24.454
4,-5.2,15.723,17.045
5,-5.1,19.084,19.531
6,-5.1,15.766,17.062
7,-5.0,18.501,19.867
8,-4.9,18.956,20.246
9,-4.9,20.620,22.831
