Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.2,0.000,0.000
2,-7.1,3.587,4.922
3,-7.1,3.875,5.168
4,-7.0,3.003,3.762
5,-7.0,2.999,5.201
6,-6.9,7.156,16.414
7,-6.9,3.358,5.587
8,-6.8,6.117,13.896
9,-6.8,3.690,4.617
