Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.7,0.000,0.000
2,-5.7,2.907,6.304
3,-5.6,0.155,2.991
4,-5.5,2.148,5.173
5,-5.5,1.848,2.860
6,-5.5,2.086,6.036
7,-5.5,14.017,15.639
8,-5.5,1.892,4.152
9,-5.3,2.992,5.635
