Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.3,0.000,0.000
2,-4.2,14.526,15.248
3,-4.2,8.199,8.922
4,-4.1,13.519,14.594
5,-4.1,14.026,14.688
6,-4.1,1.093,2.908
7,-4.0,13.671,14.467
8,-4.0,2.260,3.443
9,-3.9,13.706,14.594
