Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.0,0.000,0.000
2,-6.9,15.212,17.904
3,-6.7,5.380,10.052
4,-6.7,5.597,7.962
5,-6.5,5.290,6.423
6,-6.5,1.665,2.760
7,-6.4,4.351,9.446
8,-6.4,4.129,9.555
9,-6.4,1.920,9.067
