Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.6,0.000,0.000
2,-5.5,6.508,10.404
3,-5.5,2.140,3.120
4,-5.3,4.033,7.888
5,-5.3,5.830,9.622
6,-5.3,5.588,7.946
7,-5.3,3.226,6.459
8,-5.3,6.188,9.094
9,-5.2,3.059,6.926
