Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-4.4,0.000,0.000
2,-4.2,1.787,1.865
3,-4.2,2.227,2.670
4,-4.1,2.097,2.833
5,-4.1,2.855,4.803
6,-3.9,2.928,3.735
7,-3.8,4.161,4.810
8,-3.7,3.924,4.507
9,-3.6,27.649,28.377
