Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-8.0,0.000,0.000
2,-8.0,0.655,15.399
3,-7.5,1.399,15.454
4,-7.5,2.557,15.578
5,-7.4,7.438,18.147
6,-7.4,1.649,2.721
7,-7.3,4.257,15.591
8,-7.2,3.288,15.542
9,-7.2,7.806,13.944
