Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.2,0.000,0.000
2,-6.1,1.832,2.854
3,-6.1,1.830,5.092
4,-6.0,1.972,4.914
5,-6.0,2.178,6.244
6,-6.0,1.665,2.656
7,-5.8,1.851,4.840
8,-5.7,1.422,2.260
9,-5.6,2.951,6.376
