Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.1,0.000,0.000
2,-6.0,3.397,6.442
3,-6.0,10.627,12.937
4,-5.8,9.740,11.819
5,-5.8,3.025,6.360
6,-5.6,9.445,10.942
7,-5.6,10.064,12.082
8,-5.6,9.369,10.740
9,-5.5,9.858,12.138
