Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.3,0.000,0.000
2,-6.9,13.187,15.009
3,-6.8,9.245,11.672
4,-6.6,11.736,13.724
5,-6.5,5.611,8.212
6,-6.5,7.832,10.425
7,-6.5,8.893,11.398
8,-6.4,5.137,8.540
9,-6.4,6.293,7.745
