Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.7,2.867,4.219
3,-5.7,6.280,8.020
4,-5.6,2.267,3.121
5,-5.5,19.076,21.445
6,-5.5,4.335,5.583
7,-5.5,3.325,5.127
8,-5.4,2.137,2.788
9,-5.2,5.568,7.284
