Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-7.9,0.000,0.000
2,-7.9,1.652,2.076
3,-7.4,4.273,11.775
4,-7.3,4.545,11.715
5,-7.1,5.913,6.933
6,-7.0,1.738,3.835
7,-7.0,1.865,2.410
8,-6.8,7.998,13.357
9,-6.8,4.524,12.412
