Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-5.9,0.000,0.000
2,-5.5,3.236,7.545
3,-5.4,1.742,2.418
4,-5.3,2.959,5.183
5,-5.3,7.291,7.913
6,-5.3,3.447,7.393
7,-5.2,3.474,7.792
8,-5.2,3.316,7.180
9,-5.2,2.016,2.900
