Mode,Affinity (kcal/mol),RMSD lower bound,RMSD upper bound
1,-6.9,0.000,0.000
2,-6.6,1.574,5.569
3,-6.3,3.530,6.372
4,-6.2,3.072,7.738
5,-6.2,2.753,3.633
6,-6.0,3.128,3.683
7,-6.0,3.945,7.431
8,-5.9,4.027,7.920
9,-5.9,4.688,7.932
